timestamp,scenario,condition,trial,success,latency,attempts,tokens,stop_reason,confidence_score,TC,SC,MS
20260323_135100,L2-C,bl0,19,False,0.119,1,,error,,,,
20260323_135100,L2-C,bl0,20,False,0.103,1,,error,,,,
20260323_135100,L2-C,bl1,1,True,2.316,1,500,success,,,,
20260323_135100,L2-C,bl1,2,True,0.085,1,500,success,,,,
20260323_135100,L2-C,bl1,3,True,0.879,1,500,success,,,,
20260323_135100,L2-C,bl1,4,True,1.123,1,500,success,,,,
20260323_135100,L2-C,bl1,5,True,0.097,1,500,success,,,,
20260323_135100,L2-C,bl1,6,True,1.373,1,500,success,,,,
20260323_135100,L2-C,bl1,7,True,0.955,1,500,success,,,,
20260323_135100,L2-C,bl1,8,True,0.881,1,500,success,,,,
20260323_135100,L2-C,bl1,9,True,0.064,1,500,success,,,,
20260323_135100,L2-C,bl1,10,True,0.896,1,500,success,,,,
20260323_135100,L2-C,bl1,11,True,1.03,1,500,success,,,,
20260323_135100,L2-C,bl1,12,True,1.281,1,500,success,,,,
20260323_135100,L2-C,bl1,13,True,0.073,1,500,success,,,,
20260323_135100,L2-C,bl1,14,True,0.824,1,500,success,,,,
20260323_135100,L2-C,bl1,15,True,1.117,1,500,success,,,,
20260323_135100,L2-C,bl1,16,True,0.068,1,500,success,,,,
20260323_135100,L2-C,bl1,17,True,1.188,1,500,success,,,,
20260323_135100,L2-C,bl1,18,True,1.169,1,500,success,,,,
20260323_135100,L2-C,bl1,19,True,0.07,1,500,success,,,,
20260323_135100,L2-C,bl1,20,True,0.934,1,500,success,,,,
20260323_135100,L2-C,proposed,1,True,1.461,1,500,success,0.5,1.0,0.0,0.0
20260323_135100,L2-C,proposed,2,True,1.181,3,1500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,3,True,1.72,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,4,True,1.13,3,1500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,5,True,1.671,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,6,True,1.515,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,7,True,1.636,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,8,True,1.191,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,9,True,1.708,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,10,True,1.358,4,2000,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,11,True,1.794,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,12,True,2.211,2,1000,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,13,True,2.034,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,14,True,1.483,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,15,True,1.687,3,1500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,16,True,1.643,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,17,True,1.788,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,18,True,0.26,1,500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,19,True,1.738,5,2500,success,0.7,1.0,0.0,1.0
20260323_135100,L2-C,proposed,20,True,1.59,1,500,success,0.7,1.0,0.0,1.0
